Newman et al. (2015, HESS) daily data - PREC and TEMP: DAYMET - PET: Priestly-Taylor
1.0000000    ! dt in "days" (all data in mm/day)
YYYY   MM   DD   HH      PREC    POT_ET     OBS_Q      TEMP
1986   06   14   24      0.00      6.29      4.65     26.13
1986   06   15   24      0.00      6.06      4.10     26.98
1986   06   16   24      0.00      5.96      3.04     27.15
1986   06   17   24     11.75      4.23      1.86     25.54
1986   06   18   24      9.07      4.51      1.14     25.81
1986   06   19   24      0.00      5.99      0.76     26.58
1986   06   20   24      1.51      5.68      0.65     26.91
1986   06   21   24      1.29      5.97      0.63     27.20
1986   06   22   24      1.49      5.89      0.47     27.45
1986   06   23   24      0.43      6.16      0.43     27.30
1986   06   24   24      0.00      6.14      0.49     27.38
1986   06   25   24      0.00      6.07      0.50     27.67
1986   06   26   24      0.46      5.60      0.42     27.66
1986   06   27   24      4.08      2.76      0.34     25.34
1986   06   28   24      0.00      5.19      0.23     27.98
1986   06   29   24     33.50      4.48      0.34     26.91
1986   06   30   24      0.85      5.09      0.29     26.25
1986   07   01   24      0.00      5.69      0.26     27.88
1986   07   02   24      1.41      5.31      0.54     27.98
1986   07   03   24      1.38      5.46      0.58     28.20
1986   07   04   24     10.86      4.75      0.41     26.86
1986   07   05   24      2.81      5.65      0.30     27.81
1986   07   06   24      0.00      6.00      0.53     27.94
1986   07   07   24      0.00      5.86      0.61     27.09
1986   07   08   24      0.00      5.74      0.46     27.55
1986   07   09   24      0.33      5.81      0.33     27.54
1986   07   10   24      0.00      5.62      0.19     27.48
1986   07   11   24      0.07      4.84      0.18     27.04
1986   07   12   24      3.68      4.18      0.19     27.68
1986   07   13   24      0.00      5.71      0.17     28.12
1986   07   14   24      0.00      6.09      0.15     27.93
1986   07   15   24      0.00      6.03      0.13     28.08
1986   07   16   24      0.00      5.94      0.11     27.68
1986   07   17   24      0.00      6.02      0.10     27.99
1986   07   18   24      0.00      5.90      0.10     28.00
1986   07   19   24      0.00      5.63      0.09     27.88
1986   07   20   24      0.00      5.90      0.09     28.91
1986   07   21   24      0.00      5.86      0.08     29.16
1986   07   22   24      8.88      4.82      0.08     28.15
1986   07   23   24      0.00      5.67      0.08     28.14
1986   07   24   24      0.00      5.84      0.07     28.04
1986   07   25   24      4.03      5.42      0.07     28.80
1986   07   26   24     12.56      4.44      0.07     28.41
1986   07   27   24      0.00      5.65      0.07     28.66
1986   07   28   24      0.00      5.48      0.09     29.44
1986   07   29   24      0.00      5.92      0.09     30.02
1986   07   30   24      0.00      5.94      0.14     30.26
1986   07   31   24      0.00      6.07      0.12     30.54
1986   08   01   24      0.00      6.09      0.10     30.82
1986   08   02   24      0.00      5.88      0.08     30.61
1986   08   03   24      0.00      5.38      0.07     27.92
1986   08   04   24      7.95      4.27      0.07     26.94
1986   08   05   24      0.00      5.63      0.06     26.85
1986   08   06   24      0.00      5.30      0.06     27.05
1986   08   07   24      7.34      4.34      0.06     26.63
1986   08   08   24      0.00      5.20      0.06     27.40
1986   08   09   24      0.00      5.49      0.07     27.88
1986   08   10   24      0.27      5.16      0.06     27.28
1986   08   11   24     19.58      3.80      0.08     27.30
1986   08   12   24     30.83      3.06      0.08     25.12
1986   08   13   24      0.00      5.50      0.08     25.29
1986   08   14   24      0.00      5.38      0.07     26.40
1986   08   15   24      0.22      5.02      0.09     27.47
1986   08   16   24      0.39      5.10      0.20     27.85
1986   08   17   24      0.12      5.06      0.16     28.91
1986   08   18   24      0.00      5.24      0.11     29.10
1986   08   19   24      0.00      5.41      0.09     27.25
1986   08   20   24      0.00      5.32      0.09     27.13
1986   08   21   24      0.00      5.33      0.09     26.96
1986   08   22   24      0.06      4.96      0.07     26.52
1986   08   23   24      1.92      4.41      0.06     26.45
1986   08   24   24     11.13      4.11      0.06     27.05
1986   08   25   24      0.00      5.15      0.06     27.24
1986   08   26   24      0.00      5.24      0.05     28.28
1986   08   27   24      0.00      5.22      0.06     28.59
1986   08   28   24      8.32      3.61      0.06     27.01
1986   08   29   24      0.00      4.14      0.05     20.39
1986   08   30   24      0.00      4.57      0.05     20.10
1986   08   31   24      0.00      4.71      0.05     22.91
1986   09   01   24      0.00      4.56      0.05     24.95
1986   09   02   24      0.00      4.41      0.05     26.79
1986   09   03   24     10.23      3.55      0.07     27.55
1986   09   04   24      0.00      4.59      0.17     27.65
1986   09   05   24      0.00      4.62      0.12     27.61
1986   09   06   24      0.00      4.28      0.11     26.91
1986   09   07   24      1.10      2.75      0.09     24.61
1986   09   08   24      0.00      4.10      0.07     24.58
1986   09   09   24      0.00      4.48      0.06     25.40
1986   09   10   24      0.00      4.31      0.05     26.30
1986   09   11   24      0.00      4.24      0.05     27.99
1986   09   12   24     30.99      3.28      0.05     27.79
1986   09   13   24      0.00      3.94      0.05     25.74
1986   09   14   24      0.00      4.30      0.05     24.50
1986   09   15   24      0.00      4.24      0.06     26.12
1986   09   16   24      0.15      4.02      0.09     26.98
1986   09   17   24      3.69      3.37      0.12     26.37
1986   09   18   24      0.00      3.93      0.11     26.61
1986   09   19   24      1.82      3.75      0.09     26.71
1986   09   20   24     19.00      2.90      0.08     26.31
1986   09   21   24      7.24      2.74      0.08     25.65
1986   09   22   24     22.11      2.82      0.11     25.80
1986   09   23   24      0.00      3.78      0.17     24.76
1986   09   24   24      0.00      3.77      0.26     26.04
1986   09   25   24      3.95      2.84      0.38     26.46
1986   09   26   24      3.46      2.82      0.43     26.50
1986   09   27   24      1.71      3.48      0.29     27.09
1986   09   28   24      2.29      3.32      0.19     27.44
1986   09   29   24      5.73      2.95      0.15     26.81
1986   09   30   24      1.15      3.36      0.12     27.72
1986   10   01   24      0.00      3.55      0.12     27.62
1986   10   02   24      0.13      3.48      0.11     27.81
1986   10   03   24      0.00      3.40      0.09     28.00
1986   10   04   24      3.12      2.80      0.09     27.03
1986   10   05   24      3.00      3.32      0.08     27.44
1986   10   06   24      4.43      3.00      0.07     24.80
1986   10   07   24      0.00      2.33      0.07     19.18
1986   10   08   24      0.00      2.26      0.07     19.59
1986   10   09   24      8.80      1.61      0.14     19.82
1986   10   10   24      0.00      2.55      0.18     21.00
1986   10   11   24      0.00      2.95      0.16     21.77
1986   10   12   24     19.38      2.20      0.12     21.66
1986   10   13   24     34.37      2.01      0.10     16.95
1986   10   14   24      7.46      1.70      0.09     11.40
1986   10   15   24      0.00      2.67      0.15     14.91
1986   10   16   24      0.00      2.57      0.40     13.70
1986   10   17   24      0.00      2.59      0.60     14.64
1986   10   18   24      0.00      2.65      0.59     16.04
1986   10   19   24      0.00      2.65      0.39     16.66
1986   10   20   24      0.00      2.63      0.23     17.22
1986   10   21   24      0.00      2.49      0.15     16.18
1986   10   22   24      0.00      2.45      0.12     16.86
1986   10   23   24     16.57      1.87      0.11     19.66
1986   10   24   24     36.09      1.07      0.11     19.14
1986   10   25   24      6.45      1.74      0.11     16.13
1986   10   26   24      0.00      2.28      0.31     15.68
1986   10   27   24      0.00      2.22      0.73     15.34
1986   10   28   24      0.00      2.20      1.01     14.98
1986   10   29   24      0.00      2.21      1.23     15.71
1986   10   30   24      0.00      2.25      1.24     17.00
1986   10   31   24      0.00      2.25      0.89     17.45
1986   11   01   24      0.00      2.21      0.54     17.53
1986   11   02   24      0.00      2.18      0.30     19.18
1986   11   03   24      0.00      1.91      0.19     18.09
1986   11   04   24      0.00      1.95      0.15     19.20
1986   11   05   24     32.49      1.65      0.20     18.24
1986   11   06   24      0.00      1.27      0.46     13.55
1986   11   07   24     12.51      1.23      0.56     14.86
1986   11   08   24      7.28      1.66      0.59     21.64
1986   11   09   24      5.32      1.74      0.53     22.86
1986   11   10   24      0.00      1.97      0.61     19.59
1986   11   11   24      0.00      1.82      0.66     17.84
1986   11   12   24      0.72      1.13      0.58     10.57
1986   11   13   24      0.00      1.11      0.49      7.21
1986   11   14   24      0.28      1.06      0.41      3.47
1986   11   15   24      0.00      1.12      0.32      4.89
1986   11   16   24      0.00      1.51      0.26     13.05
1986   11   17   24      2.10      1.45      0.22     19.68
1986   11   18   24      0.00      1.70      0.19     22.38
1986   11   19   24      0.00      1.85      0.17     19.95
1986   11   20   24      2.73      1.40      0.16     17.96
1986   11   21   24      0.00      1.55      0.15     14.25
1986   11   22   24      5.99      1.36      0.14     14.89
1986   11   23   24     28.02      1.35      0.15     17.91
1986   11   24   24     80.53      1.40      0.54     18.51
1986   11   25   24     67.39      1.06      3.40     14.53
1986   11   26   24      2.60      1.07     10.27     12.36
1986   11   27   24      0.00      0.85     33.85      9.52
1986   11   28   24      0.00      0.78     25.15      8.56
1986   11   29   24      0.00      0.91     15.11      8.98
1986   11   30   24      0.00      1.22     10.42     11.97
1986   12   01   24      0.00      1.33      8.06     13.43
1986   12   02   24      0.00      1.23      6.41     10.30
1986   12   03   24      0.00      1.06      4.92      6.03
1986   12   04   24      0.00      1.11      3.40      7.74
1986   12   05   24      0.00      1.11      1.85      7.98
1986   12   06   24      0.00      1.12      1.02      8.61
1986   12   07   24      0.00      1.17      0.70     10.03
1986   12   08   24      0.00      1.23      0.55     13.86
1986   12   09   24      7.37      1.28      0.48     18.61
1986   12   10   24     10.85      1.03      0.48     11.16
1986   12   11   24      4.49      0.77      0.55      4.18
1986   12   12   24      2.20      0.85      0.69      5.09
1986   12   13   24      0.00      0.99      0.83      6.28
1986   12   14   24      0.18      0.98      0.87      7.02
1986   12   15   24     17.80      0.78      0.96      7.92
1986   12   16   24     21.66      0.77      1.57      9.51
1986   12   17   24      0.55      0.95      2.29     12.66
1986   12   18   24     18.05      0.90      3.20     12.13
1986   12   19   24     12.85      0.81      4.56      8.13
1986   12   20   24      0.00      0.97      5.98      6.17
1986   12   21   24      0.00      1.08      7.45      8.58
1986   12   22   24      9.31      0.89      8.15      8.48
1986   12   23   24     35.27      0.69      8.77      6.75
1986   12   24   24      4.44      0.81      9.57      6.45
1986   12   25   24      0.00      1.08      9.21      8.39
